STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-WGVMC641,Firewalls  Network Security,WatchGuard FireboxV Micro with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVMC641.jpg,Watchguard,WGVMC641,1460.00,1977.00
NWG-WGTSNDR30301,Cloud  Server Security,WatchGuard ThreatSync+ NDR   - 1 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSNDR30301.jpg,Watchguard,WGTSNDR30301,72.00,90.00
NWG-WGTSNDR30401,Cloud  Server Security,WatchGuard ThreatSync+ NDR   - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSNDR30401.jpg,Watchguard,WGTSNDR30401,62.00,78.00
NWG-WGFCI30203,Firewalls  Network Security,WatchGuard FireCloud Internet Access - 3 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30203.jpg,Watchguard,WGFCI30203,280.00,349.00
NWG-WGMDRM30703,Managed Detection  Response (MDR),WatchGuard Core MDR for Microsoft - 3 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30703.jpg,Watchguard,WGMDRM30703,103.00,122.36
NWG-WGMDRM30503,Managed Detection  Response (MDR),WatchGuard Core MDR for Microsoft - 3 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30503.jpg,Watchguard,WGMDRM30503,127.00,150.88
NWG-WGNV5000,WatchGuard Blank Appliance,WatchGuard Firebox NV5 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGNV5000.jpg,Watchguard,WGNV5000,118.00,147.00
NWG-WGT47000-AU,WatchGuard Blank Appliance,WatchGuard Firebox T45-PoE  Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGT47000-AU.jpg,Watchguard,WGT47000-AU,648.91,939.00
NWG-WGT490205,Firewalls  Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-CW - 5-Year (License ONLY; HW SKU: WGT49000-AU),https://www.leadersystems.com.au/Images/NWG-WGT490205.jpg,Watchguard,WGT490205,2770.00,3751.00
NWG-WGT490075,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T45-CW - 5-Year (License ONLY; HW SKU: WGT49000-AU),https://www.leadersystems.com.au/Images/NWG-WGT490075.jpg,Watchguard,WGT490075,3737.00,5060.00
NWG-WGA13022003,Firewalls  Network Security,USP Wi-Fi Management for WatchGuard AP130 - 3-year (License ONLY; HW SKU: WGA130000),https://www.leadersystems.com.au/Images/NWG-WGA13022003.jpg,Watchguard,WGA13022003,286.00,388.00
NWG-WGT490063,Firewalls  Network Security,WatchGuard Standard Support for Firebox T45-CW - 3-Year (License ONLY; HW SKU: WGT49000-AU),https://www.leadersystems.com.au/Images/NWG-WGT490063.jpg,Watchguard,WGT490063,997.00,1350.00
NWG-WGT480201,Firewalls  Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-W-PoE - 1-Year (License ONLY; HW SKU: WGT48000-AU),https://www.leadersystems.com.au/Images/NWG-WGT480201.jpg,Watchguard,WGT480201,557.00,769.00
NWG-WGT480073,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 3-Year (License ONLY; HW SKU: WGT48000-AU),https://www.leadersystems.com.au/Images/NWG-WGT480073.jpg,Watchguard,WGT480073,2027.00,2796.00
NWG-WGT470203,Firewalls  Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-PoE - 3-Year (License ONLY; HW SKU: WGT47000-AU),https://www.leadersystems.com.au/Images/NWG-WGT470203.jpg,Watchguard,WGT470203,1273.00,1725.00
NWG-WGT470073,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T45-PoE - 3-Year (License ONLY; HW SKU: WGT47000-AU),https://www.leadersystems.com.au/Images/NWG-WGT470073.jpg,Watchguard,WGT470073,1565.00,2120.00
NWG-WGT260205,Firewalls  Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T25-W - 5-Year (License ONLY; HW SKU: WGT26000),https://www.leadersystems.com.au/Images/NWG-WGT260205.jpg,Watchguard,WGT260205,1688.00,2286.00
NWG-WGT260073,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T25-W - 3-Year (License ONLY; HW SKU: WGT26000),https://www.leadersystems.com.au/Images/NWG-WGT260073.jpg,Watchguard,WGT260073,1076.00,1457.00
NWG-WGTSSAAS30303,Cloud  Server Security,WatchGuard ThreatSync+ SAAS - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSSAAS30303.jpg,Watchguard,WGTSSAAS30303,76.00,96.00
NWG-WGT250071,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T25 - 1-Year (License ONLY; HW SKU: WGT25000),https://www.leadersystems.com.au/Images/NWG-WGT250071.jpg,Watchguard,WGT250071,407.00,562.00
NWG-WGNV50065,Firewalls  Network Security,WatchGuard Standard Support for Firebox NV5 - 5-Year (License ONLY; HW SKU: WGNV5000),https://www.leadersystems.com.au/Images/NWG-WGNV50065.jpg,Watchguard,WGNV50065,477.00,647.00
NWG-WGM6900061,Firewalls  Network Security,WatchGuard Standard Support for Firebox M690 - 1-Year (License ONLY; HW SKU: WGM690000),https://www.leadersystems.com.au/Images/NWG-WGM6900061.jpg,Watchguard,WGM6900061,3633.00,4920.00
NWG-WGM3900213,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M390 - 3-Year (License ONLY; HW SKU: WGM390000),https://www.leadersystems.com.au/Images/NWG-WGM3900213.jpg,Watchguard,WGM3900213,8375.00,11341.00
NWG-WGM3900063,Firewalls  Network Security,WatchGuard Standard Support for Firebox M390 - 3-Year (License ONLY; HW SKU: WGM390000),https://www.leadersystems.com.au/Images/NWG-WGM3900063.jpg,Watchguard,WGM3900063,2328.00,3153.00
NWG-WGFCI30101,Firewalls  Network Security,WatchGuard FireCloud Internet Access - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30101.jpg,Watchguard,WGFCI30101,106.00,132.00
NWG-WGFCI30701,Firewalls  Network Security,WatchGuard FireCloud Internet Access - 1 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30701.jpg,Watchguard,WGFCI30701,58.00,73.00
NWG-WGFCI30703,Firewalls  Network Security,WatchGuard FireCloud Internet Access - 3 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30703.jpg,Watchguard,WGFCI30703,175.00,219.00
NWG-WGM2900083,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox M290 - 3-Year (License ONLY; HW SKU: WGM290000),https://www.leadersystems.com.au/Images/NWG-WGM2900083.jpg,Watchguard,WGM2900083,6207.00,8405.00
NWG-WGA43222105,Firewalls  Network Security,Standard Wi-Fi Management for WatchGuard AP432 - 5-year (License ONLY; HW SKU: WGA432000),https://www.leadersystems.com.au/Images/NWG-WGA43222105.jpg,Watchguard,WGA43222105,257.00,349.00
NWG-WGA43022003,Firewalls  Network Security,USP Wi-Fi Management for WatchGuard AP430CR - 3-year (License ONLY; HW SKU: WGA430000),https://www.leadersystems.com.au/Images/NWG-WGA43022003.jpg,Watchguard,WGA43022003,286.00,388.00
NWG-WGA33022005,Firewalls  Network Security,USP Wi-Fi Management for WatchGuard AP330 - 5-year (License ONLY; HW SKU: WGA330000),https://www.leadersystems.com.au/Images/NWG-WGA33022005.jpg,Watchguard,WGA33022005,429.00,581.00
NWG-WGA23022101,Firewalls  Network Security,Standard Wi-Fi Management for WatchGuard AP230W - 1-year (License ONLY; HW SKU: WGA230000),https://www.leadersystems.com.au/Images/NWG-WGA23022101.jpg,Watchguard,WGA23022101,86.00,117.00
NWG-WGM48000081,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox M4800 - 1-Year (License ONLY; HW SKU: WGM48000),https://www.leadersystems.com.au/Images/NWG-WGM48000081.jpg,Watchguard,WGM48000081,23747.00,32156.00
NWG-WGM58000083,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox M5800 - 3-Year (License ONLY; HW SKU: WGM58000),https://www.leadersystems.com.au/Images/NWG-WGM58000083.jpg,Watchguard,WGM58000083,151127.00,219429.00
NWG-WGM58000213,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M5800 - 3-Year (License ONLY; HW SKU: WGM58000),https://www.leadersystems.com.au/Images/NWG-WGM58000213.jpg,Watchguard,WGM58000213,137183.00,201489.00
NWG-WGMDRM30403,Managed Detection  Response (MDR),WatchGuard Core MDR for Microsoft - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30403.jpg,Watchguard,WGMDRM30403,143.00,169.88
NWG-WGMDRM30203,Managed Detection  Response (MDR),WatchGuard Core MDR for Microsoft - 3 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30203.jpg,Watchguard,WGMDRM30203,207.00,245.92
NWG-WGA130000,WatchGuard Blank Appliance,WatchGuard AP130 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGA130000.jpg,Watchguard,WGA130000,400.00,550.00
NWG-WGM390000,WatchGuard Blank Appliance,WatchGuard Firebox M390 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM390000.jpg,Watchguard,WGM390000,2580.00,3403.00
NWG-WGT26000,WatchGuard Blank Appliance,WatchGuard Firebox T25-W Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGT26000.jpg,Watchguard,WGT26000,511.00,653.00
NWG-WGT490081,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T45-CW - 1-Year (License ONLY; HW SKU: WGT49000-AU),https://www.leadersystems.com.au/Images/NWG-WGT490081.jpg,Watchguard,WGT490081,1809.00,2450.00
NWG-WGT490073,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T45-CW - 3-Year (License ONLY; HW SKU: WGT49000-AU),https://www.leadersystems.com.au/Images/NWG-WGT490073.jpg,Watchguard,WGT490073,2072.00,2806.00
NWG-WGTSNDR30303,Cloud  Server Security,WatchGuard ThreatSync+ NDR   - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSNDR30303.jpg,Watchguard,WGTSNDR30303,172.00,214.00
NWG-WGT480205,Firewalls  Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-W-PoE - 5-Year (License ONLY; HW SKU: WGT48000-AU),https://www.leadersystems.com.au/Images/NWG-WGT480205.jpg,Watchguard,WGT480205,3218.00,4438.00
NWG-WGT480081,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T45-W-PoE - 1-Year (License ONLY; HW SKU: WGT48000-AU),https://www.leadersystems.com.au/Images/NWG-WGT480081.jpg,Watchguard,WGT480081,1782.00,2458.00
NWG-WGT480063,Firewalls  Network Security,WatchGuard Standard Support for Firebox T45-W-PoE - 3-Year (License ONLY; HW SKU: WGT48000-AU),https://www.leadersystems.com.au/Images/NWG-WGT480063.jpg,Watchguard,WGT480063,1013.00,1397.00
NWG-WGT470085,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T45-PoE - 5-Year (License ONLY; HW SKU: WGT47000-AU),https://www.leadersystems.com.au/Images/NWG-WGT470085.jpg,Watchguard,WGT470085,5415.00,7333.00
NWG-WGT470065,Firewalls  Network Security,WatchGuard Standard Support for Firebox T45-PoE - 5-Year (License ONLY; HW SKU: WGT47000-AU),https://www.leadersystems.com.au/Images/NWG-WGT470065.jpg,Watchguard,WGT470065,1222.00,1655.00
NWG-WGT260211,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T25-W - 1-Year (License ONLY; HW SKU: WGT26000),https://www.leadersystems.com.au/Images/NWG-WGT260211.jpg,Watchguard,WGT260211,738.00,1000.00
NWG-WGT260081,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T25-W - 1-Year (License ONLY; HW SKU: WGT26000),https://www.leadersystems.com.au/Images/NWG-WGT260081.jpg,Watchguard,WGT260081,944.00,1279.00
NWG-WGT260065,Firewalls  Network Security,WatchGuard Standard Support for Firebox T25-W - 5-Year (License ONLY; HW SKU: WGT26000),https://www.leadersystems.com.au/Images/NWG-WGT260065.jpg,Watchguard,WGT260065,835.00,1131.00
NWG-WGT250213,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T25 - 3-Year (License ONLY; HW SKU: WGT25000),https://www.leadersystems.com.au/Images/NWG-WGT250213.jpg,Watchguard,WGT250213,1575.00,2173.00
NWG-WGT250075,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T25 - 5-Year (License ONLY; HW SKU: WGT25000),https://www.leadersystems.com.au/Images/NWG-WGT250075.jpg,Watchguard,WGT250075,1585.00,2186.00
NWG-WGM6901603,Firewalls  Network Security,WatchGuard High Availability for M690 - 3-Year (License ONLY; HW SKU: WGM690000),https://www.leadersystems.com.au/Images/NWG-WGM6901603.jpg,Watchguard,WGM6901603,2557.00,3463.00
NWG-WGM6900211,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M690 - 1-Year (License ONLY; HW SKU: WGM690000),https://www.leadersystems.com.au/Images/NWG-WGM6900211.jpg,Watchguard,WGM6900211,8438.00,11427.00
NWG-WGA23022001,Firewalls  Network Security,USP Wi-Fi Management for WatchGuard AP230W - 1-year (License ONLY; HW SKU: WGA230000),https://www.leadersystems.com.au/Images/NWG-WGA23022001.jpg,Watchguard,WGA23022001,143.00,194.00
NWG-WGM5900083,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox M590 - 3-Year (License ONLY; HW SKU: WGM590000),https://www.leadersystems.com.au/Images/NWG-WGM5900083.jpg,Watchguard,WGM5900083,18576.00,25153.00
NWG-WGM3901601,Firewalls  Network Security,WatchGuard High Availability for M390 - 1-Year (License ONLY; HW SKU: WGM390000),https://www.leadersystems.com.au/Images/NWG-WGM3901601.jpg,Watchguard,WGM3901601,389.00,527.00
NWG-WGM2900073,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox M290 - 3-Year (License ONLY; HW SKU: WGM290000),https://www.leadersystems.com.au/Images/NWG-WGM2900073.jpg,Watchguard,WGM2900073,3261.00,4416.00
NWG-WGA43222101,Firewalls  Network Security,Standard Wi-Fi Management for WatchGuard AP432 - 1-year (License ONLY; HW SKU: WGA432000),https://www.leadersystems.com.au/Images/NWG-WGA43222101.jpg,Watchguard,WGA43222101,86.00,117.00
NWG-WGMDRT30603,Managed Detection  Response (MDR),WatchGuard Total MDR - 3 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30603.jpg,Watchguard,WGMDRT30603,235.00,279.18
NWG-WGMDRT30501,Managed Detection  Response (MDR),WatchGuard Total MDR - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30501.jpg,Watchguard,WGMDRT30501,85.00,100.98
NWG-WGA33222101,Firewalls  Network Security,Standard Wi-Fi Management for WatchGuard AP332CR - 1-year (License ONLY; HW SKU: WGA332000),https://www.leadersystems.com.au/Images/NWG-WGA33222101.jpg,Watchguard,WGA33222101,86.00,117.00
NWG-WGA33022103,Firewalls  Network Security,Standard Wi-Fi Management for WatchGuard AP330 - 3-year (License ONLY; HW SKU: WGA330000)(License ONLY; HW SKU: WGA330000),https://www.leadersystems.com.au/Images/NWG-WGA33022103.jpg,Watchguard,WGA33022103,172.00,233.00
NWG-WGM48000061,Firewalls  Network Security,WatchGuard Standard Support for Firebox M4800 - 1-Year (License ONLY; HW SKU: WGM48000),https://www.leadersystems.com.au/Images/NWG-WGM48000061.jpg,Watchguard,WGM48000061,10543.00,14277.00
NWG-WGM480001601,Firewalls  Network Security,WatchGuard High Availability for M4800 - 1-Year (License ONLY; HW SKU: WGM48000),https://www.leadersystems.com.au/Images/NWG-WGM480001601.jpg,Watchguard,WGM480001601,2038.00,2760.00
NWG-WGM58000073,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox M5800 - 3-Year (License ONLY; HW SKU: WGM58000),https://www.leadersystems.com.au/Images/NWG-WGM58000073.jpg,Watchguard,WGM58000073,94503.00,137179.00
NWG-WGT1850081,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T185 - 1-Year (License ONLY; HW SKU: WGT185000),https://www.leadersystems.com.au/Images/NWG-WGT1850081.jpg,Watchguard,WGT1850081,3490.00,4726.00
NWG-WGT185173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T185,https://www.leadersystems.com.au/Images/NWG-WGT185173.jpg,Watchguard,WGT185173,1505.00,1875.00
NWG-WGT185263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T185,https://www.leadersystems.com.au/Images/NWG-WGT185263.jpg,Watchguard,WGT185263,2406.00,2998.00
NWG-WGTSFS30103,Firewalls  Network Security,WatchGuard Orion - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30103.jpg,Watchguard,WGTSFS30103,186.00,236.00
NWG-WGTSFS30303,Firewalls  Network Security,WatchGuard Orion - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30303.jpg,Watchguard,WGTSFS30303,145.00,184.00
NWG-WGFCT30201,Firewalls  Network Security,WatchGuard FireCloud Total Access   - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30201.jpg,Watchguard,WGFCT30201,144.00,179.00
NWG-WGFCT30503,Firewalls  Network Security,WatchGuard FireCloud Total Access   - 3 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30503.jpg,Watchguard,WGFCT30503,328.00,409.00
NWG-WGT116173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T115-W,https://www.leadersystems.com.au/Images/NWG-WGT116173.jpg,Watchguard,WGT116173,429.00,535.00
NWG-WGT116343,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T115-W,https://www.leadersystems.com.au/Images/NWG-WGT116343.jpg,Watchguard,WGT116343,1119.00,1395.00
NWG-WGT1260211,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T125-W - 1-Year (License ONLY; HW SKU: WGT126000),https://www.leadersystems.com.au/Images/NWG-WGT1260211.jpg,Watchguard,WGT1260211,1144.00,1550.00
NWG-WGT1260071,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox T125-W - 1-Year (License ONLY; HW SKU: WGT126000),https://www.leadersystems.com.au/Images/NWG-WGT1260071.jpg,Watchguard,WGT1260071,744.00,1008.00
NWG-WGT126341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T125-W,https://www.leadersystems.com.au/Images/NWG-WGT126341.jpg,Watchguard,WGT126341,616.00,767.00
NWG-WGT1160083,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T115-W - 3-Year (License ONLY; HW SKU: WGT116000),https://www.leadersystems.com.au/Images/NWG-WGT1160083.jpg,Watchguard,WGT1160083,1785.00,2417.00
NWG-WGT1250205,Firewalls  Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T125 - 5-Year (License ONLY; HW SKU: WGT125000),https://www.leadersystems.com.au/Images/NWG-WGT1250205.jpg,Watchguard,WGT1250205,1934.00,2619.00
NWG-WGT125171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T125,https://www.leadersystems.com.au/Images/NWG-WGT125171.jpg,Watchguard,WGT125171,193.00,241.00
NWG-WGT1450213,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T145 - 3-Year (License ONLY; HW SKU: WGT145000),https://www.leadersystems.com.au/Images/NWG-WGT1450213.jpg,Watchguard,WGT1450213,3061.00,4145.00
NWG-WGT145173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T145,https://www.leadersystems.com.au/Images/NWG-WGT145173.jpg,Watchguard,WGT145173,815.00,1015.00
NWG-WGT12521803,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for T125 - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGT12521803.jpg,Watchguard,WGT12521803,410.00,512.00
NWG-WGT125263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T125,https://www.leadersystems.com.au/Images/NWG-WGT125263.jpg,Watchguard,WGT125263,740.00,922.00
NWG-WGT1450023,Firewalls  Network Security,WatchGuard NFR for Firebox T145 - 3 Year (License ONLY; HW SKU: WGT145000),https://www.leadersystems.com.au/Images/NWG-WGT1450023.jpg,Watchguard,WGT1450023,445.00,1596.00
NWG-WGT1250061,Firewalls  Network Security,WatchGuard Standard Support for Firebox T125 - 1-Year (License ONLY; HW SKU: WGT125000),https://www.leadersystems.com.au/Images/NWG-WGT1250061.jpg,Watchguard,WGT1250061,435.00,589.00
NWG-WGT1250081,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox T125 - 1-Year (License ONLY; HW SKU: WGT125000),https://www.leadersystems.com.au/Images/NWG-WGT1250081.jpg,Watchguard,WGT1250081,1001.00,1356.00
NWG-WGT125353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T125,https://www.leadersystems.com.au/Images/NWG-WGT125353.jpg,Watchguard,WGT125353,2040.00,2541.00
NWG-WGT1460215,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T145-W - 5-Year (License ONLY; HW SKU: WGT146000),https://www.leadersystems.com.au/Images/NWG-WGT1460215.jpg,Watchguard,WGT1460215,6739.00,9126.00
NWG-WGT14621803,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for T145-W - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGT14621803.jpg,Watchguard,WGT14621803,871.00,1085.00
NWG-WGT1460023,Firewalls  Network Security,WatchGuard NFR for Firebox T145-W - 3 Year (License ONLY; HW SKU: WGT146000),https://www.leadersystems.com.au/Images/NWG-WGT1460023.jpg,Watchguard,WGT1460023,582.00,1935.00
NWG-WGT146201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T145-W,https://www.leadersystems.com.au/Images/NWG-WGT146201.jpg,Watchguard,WGT146201,454.00,566.00
NWG-WGVMC173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for FireboxV Micro,https://www.leadersystems.com.au/Images/NWG-WGVMC173.jpg,Watchguard,WGVMC173,545.00,692.00
NWG-WGVMC203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for FireboxV Micro,https://www.leadersystems.com.au/Images/NWG-WGVMC203.jpg,Watchguard,WGVMC203,356.00,444.00
NWG-WGTSST30103,Managed Detection  Response (MDR),WatchGuard Total NDR - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSST30103.jpg,Watchguard,WGTSST30103,294.00,367.00
NWG-WGM39540201,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M395,https://www.leadersystems.com.au/Images/NWG-WGM39540201.jpg,Watchguard,WGM39540201,3532.00,4834.00
NWG-WGM29540701,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29540701.jpg,Watchguard,WGM29540701,1293.00,1612.00
NWG-WGM49540703,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox M495,https://www.leadersystems.com.au/Images/NWG-WGM49540703.jpg,Watchguard,WGM49540703,9240.00,11512.00
NWG-WGM695000,WatchGuard Blank Appliance,WatchGuard Firebox M695 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM695000.jpg,Watchguard,WGM695000,5171.00,6915.00
NWG-WGM29540101,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29540101.jpg,Watchguard,WGM29540101,1430.00,1698.84
NWG-WGM49540103,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox M495,https://www.leadersystems.com.au/Images/NWG-WGM49540103.jpg,Watchguard,WGM49540103,10770.00,12794.76
NWG-WGM49540303,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox M495,https://www.leadersystems.com.au/Images/NWG-WGM49540303.jpg,Watchguard,WGM49540303,29039.00,36177.00
NWG-WGM3950211,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M395 - 1-Year (License ONLY; HW SKU: WGM395000),https://www.leadersystems.com.au/Images/NWG-WGM3950211.jpg,Watchguard,WGM3950211,5080.00,9451.00
NWG-WGM6950213,Firewalls  Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M695 - 3-Year (License ONLY; HW SKU: WGM695000),https://www.leadersystems.com.au/Images/NWG-WGM6950213.jpg,Watchguard,WGM6950213,39508.00,76026.50
NWG-WGM5950071,Firewalls  Network Security,WatchGuard Basic Security Suite for Firebox M595 - 1-Year (License ONLY; HW SKU: WGM595000),https://www.leadersystems.com.au/Images/NWG-WGM5950071.jpg,Watchguard,WGM5950071,8249.00,16841.00
NWG-WGM6951603,Firewalls  Network Security,WatchGuard High Availability for M695 - 3-Year (License ONLY; HW SKU: WGM695000),https://www.leadersystems.com.au/Images/NWG-WGM6951603.jpg,Watchguard,WGM6951603,10092.00,13665.00
NWG-WGM3950061,Firewalls  Network Security,WatchGuard Standard Support for Firebox M395 - 1-Year (License ONLY; HW SKU: WGM395000),https://www.leadersystems.com.au/Images/NWG-WGM3950061.jpg,Watchguard,WGM3950061,2277.00,4881.00
NWG-WGM6950061,Firewalls  Network Security,WatchGuard Standard Support for Firebox M695 - 1-Year (License ONLY; HW SKU: WGM695000),https://www.leadersystems.com.au/Images/NWG-WGM6950061.jpg,Watchguard,WGM6950061,7460.00,16562.00
NWG-WGM6950083,Firewalls  Network Security,WatchGuard Total Security Suite for Firebox M695 - 3-Year (License ONLY; HW SKU: WGM695000),https://www.leadersystems.com.au/Images/NWG-WGM6950083.jpg,Watchguard,WGM6950083,48787.00,80022.80
NWG-WGM29520803,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29520803.jpg,Watchguard,WGM29520803,1778.00,2448.00
NWG-WGM29521801,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for M295 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGM29521801.jpg,Watchguard,WGM29521801,647.00,818.00
NWG-WGWESS30501,Endpoint  Mobile Protection,WatchGuard Endpoint Security for Servers  - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGWESS30501.jpg,Watchguard,WGWESS30501,82.00,103.00
NWG-WGWESS30103,Endpoint  Mobile Protection,WatchGuard Endpoint Security for Servers  - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGWESS30103.jpg,Watchguard,WGWESS30103,330.00,411.00
NWG-WGMZTC30705,Subscriptions  Licensing,WatchGuard Managed Zero-Trust - 5-Year - 5001+ Seats,https://www.leadersystems.com.au/Images/NWG-WGMZTC30705.jpg,Watchguard,WGMZTC30705,788.00,983.00
NWG-WGMZTC30701,Subscriptions  Licensing,WatchGuard Managed Zero-Trust - 1-Year - 5001+ Seats,https://www.leadersystems.com.au/Images/NWG-WGMZTC30701.jpg,Watchguard,WGMZTC30701,179.00,224.00
